curso,aula,iframe_src
Criando Agentes com Agno,Aula 16,https://iframe.mediadelivery.net/embed/517109/31414096-5515-4adc-8ce6-9178adc2b519?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 17,https://iframe.mediadelivery.net/embed/517109/45d9acf4-9ab9-4e33-8b76-86f68f2fe372?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 18,https://iframe.mediadelivery.net/embed/517109/091ebd17-be90-4bb6-883b-fe4cd7e6e226?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 19,https://iframe.mediadelivery.net/embed/517109/c04d2d80-f507-4c8d-81cf-05259c4c0946?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 20,https://iframe.mediadelivery.net/embed/517109/55c23dab-4e50-4204-806f-d4d331968657?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 21,https://iframe.mediadelivery.net/embed/517109/ce62a0da-32ba-425c-9e53-c78f149a0537?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 22,https://iframe.mediadelivery.net/embed/517109/b9e510a2-5179-4374-893c-c40691ba3b66?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Agentes com Agno,Aula 23,https://iframe.mediadelivery.net/embed/517109/2a19dd30-f116-4bb5-9f97-f86e426c1172?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Criando Aplicativos Web com Streamlit,Continuar,https://iframe.mediadelivery.net/embed/142416/8b54d0fe-1c17-43ba-8fc2-fa8f8c9f274e?autoplay=false
Criando Aplicativos Web com Streamlit,"1.2 - Rodando o primeiro Dashboard
25xp",https://iframe.mediadelivery.net/embed/142416/79093568-4a17-4ddd-9792-e5ffc4d524ac?autoplay=false
Criando Aplicativos Web com Streamlit,"1.3 - Apresentando dados no Streamlit
25xp",https://iframe.mediadelivery.net/embed/142416/f4d67176-1598-4b14-bda5-053298111f1b?autoplay=false
Criando Aplicativos Web com Streamlit,"1.4 - Quiz – Introdução ao Streamlit
25xp",
Criando Aplicativos Web com Streamlit,Aula 5,https://iframe.mediadelivery.net/embed/142416/7979cbf4-9652-4bdf-8764-0517dcdfbc73?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 6,https://iframe.mediadelivery.net/embed/142416/5c73c6e8-e191-4dcb-b7e6-16804bc114c9?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 7,https://iframe.mediadelivery.net/embed/142416/58edb788-2112-419c-8960-a52d66536173?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 8,https://iframe.mediadelivery.net/embed/142416/200d492e-5462-4ff0-9c71-08f69bd3e738?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 9,
Criando Aplicativos Web com Streamlit,Aula 10,https://iframe.mediadelivery.net/embed/143089/ebdbdf3a-2f63-46be-9b30-5d3f4c15ae1c?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 11,https://iframe.mediadelivery.net/embed/143089/d0db2eba-348a-4e77-9221-a4dbd7e624d4?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 12,
Criando Aplicativos Web com Streamlit,Aula 13,https://iframe.mediadelivery.net/embed/252184/f0d44c45-2fa3-4b57-8949-75a1d672f26f?autoplay=false
Criando Aplicativos Web com Streamlit,Aula 14,https://iframe.mediadelivery.net/embed/252184/5fcdf5aa-010d-419a-afb3-eb8fcbef141d?autoplay=false
Criando Multi Agent Systems com CrewAI,Iniciar,https://iframe.mediadelivery.net/embed/405395/3e66fccf-f5c8-42ad-b90d-6eb32f29d9c5?autoplay=true
Criando Multi Agent Systems com CrewAI,"1.2 - O conceito central de CrewAI
25xp",https://iframe.mediadelivery.net/embed/405395/5ae739ac-fec8-459f-9267-97979932912a?autoplay=true
Criando Multi Agent Systems com CrewAI,"1.3 - Entendendo Crews, Agents, Tasks, Tools e Processes
25xp",https://iframe.mediadelivery.net/embed/405395/2dc265ae-1e1c-43f4-84f3-b021a63dcea8?autoplay=true
Criando Multi Agent Systems com CrewAI,"1.4 - Criando sua primeira Crew
25xp",https://iframe.mediadelivery.net/embed/405395/c65736d8-a2e9-4215-8eff-283ab0f14772?autoplay=true
Criando Multi Agent Systems com CrewAI,"1.5 - Quiz – Introdução a CrewAI
25xp",
Criando Multi Agent Systems com CrewAI,Aula 6,https://iframe.mediadelivery.net/embed/405395/aea388d1-27b1-474f-97e7-9e245f9cca9e?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 7,
Criando Multi Agent Systems com CrewAI,Aula 8,
Criando Multi Agent Systems com CrewAI,Aula 9,https://iframe.mediadelivery.net/embed/405395/329f1236-792e-4efc-8941-6ffae023c066?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 10,https://iframe.mediadelivery.net/embed/405395/b9f64e2d-e4d0-4030-9233-18dcce10361e?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 11,https://iframe.mediadelivery.net/embed/405395/982c391f-02b8-4cad-ac1c-d049439a32d7?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 12,
Criando Multi Agent Systems com CrewAI,Aula 13,https://iframe.mediadelivery.net/embed/405395/e7f3b0d3-ab5b-4334-9f07-357ebee464de?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 14,
Criando Multi Agent Systems com CrewAI,Aula 15,https://iframe.mediadelivery.net/embed/405395/22d13256-2cab-4490-a70f-9f2d04e090a1?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 16,https://iframe.mediadelivery.net/embed/405395/06e0221d-b2f6-405d-965c-0abb5a392ac8?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 17,https://iframe.mediadelivery.net/embed/405395/a6f95e5b-da92-4260-8e1d-90494372ed57?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 18,
Criando Multi Agent Systems com CrewAI,Aula 19,https://iframe.mediadelivery.net/embed/405395/a83acde2-574e-4a06-9975-de4858268e50?autoplay=true
Criando Multi Agent Systems com CrewAI,Aula 20,
Deploy com CrewAI,Iniciar,https://iframe.mediadelivery.net/embed/405417/5b785e8d-d0c0-42da-ac33-3eebff59cf56?autoplay=true
Deploy com CrewAI,"1.2 - Criando um projeto pronto para deploy
25xp",https://iframe.mediadelivery.net/embed/405417/f39f1c51-1c38-4d0e-b270-eb00cbb1dad6?autoplay=true
Deploy com CrewAI,"1.3 - Adicionando meu projeto ao GitHub
25xp",https://iframe.mediadelivery.net/embed/405417/6f77164d-cc17-4cca-88e5-325834fefe96?autoplay=true
Deploy com CrewAI,"1.4 - Fazendo deploy de uma crew
25xp",https://iframe.mediadelivery.net/embed/405417/d09439fb-41bd-4465-a3ce-9612226d1be9?autoplay=true
Deploy com CrewAI,Aula 5,https://iframe.mediadelivery.net/embed/405417/d1db6e58-b70e-4356-906f-a5e4f6fc0bd3?autoplay=true
Deploy com CrewAI,Aula 6,https://iframe.mediadelivery.net/embed/405417/8452c149-3654-404f-8be6-4ce4e034eadd?autoplay=true
Deploy com CrewAI,Aula 7,
Browser-use na prática: Webscraping com agentes no navegador,Browser-use na prática: Webscraping com agentes no navegador,
Newsletter Financeira com Agno,Newsletter Financeira com Agno,
IA de Agendamento no Google Agenda,IA de Agendamento no Google Agenda,
Funil de captação com clone de voz (ElevenLabs + WhatsApp),Funil de captação com clone de voz (ElevenLabs + WhatsApp),
Provador de roupas virtual com SeeDream e Veo3,Provador de roupas virtual com SeeDream e Veo3,
UGC Factory - Crie um fluxo para produzir vídeos UGC,UGC Factory - Crie um fluxo para produzir vídeos UGC,
Assistente pessoal com n8n: ChatGPT + Gmail e Google Agenda,Assistente pessoal com n8n: ChatGPT + Gmail e Google Agenda,
Otimizador de Landing Pages com n8n,Otimizador de Landing Pages com n8n,
Salvamento e Categorização de Contatos pelo WhatsApp,Salvamento e Categorização de Contatos pelo WhatsApp,
Otimizando rotas com Google Maps,Otimizando rotas com Google Maps,
Criando Multi Agent Systems com CrewAI,"1.5 - Quiz – Introdução a CrewAI
25xp",
Criando Multi Agent Systems com CrewAI,Aula 7,
Criando Multi Agent Systems com CrewAI,Aula 8,
Criando Multi Agent Systems com CrewAI,Aula 12,
Criando Multi Agent Systems com CrewAI,Aula 14,
Criando Multi Agent Systems com CrewAI,Aula 18,
Criando Multi Agent Systems com CrewAI,Aula 20,
Deploy com CrewAI,Aula 7,
Browser-use na prática: Webscraping com agentes no navegador,Continuar,https://iframe.mediadelivery.net/embed/607387/76f65894-6691-499c-87ba-3328bfbabac7?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.2 - Conhecendo o Browser-Use
25xp",https://iframe.mediadelivery.net/embed/607387/c37c499e-3e79-4915-baa3-41242196b7c2?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.3 - Exemplo 1 – Busca Direta
25xp",https://iframe.mediadelivery.net/embed/607387/d99460d9-3bb7-40af-8857-8c4ef6580335?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.4 - Exemplo 2 – Preenchendo Formulário
25xp",https://iframe.mediadelivery.net/embed/607387/6dae3c6c-99c7-4caa-a634-bec111822cc6?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.5 - Exemplo 2 – Prompt Detalhado
25xp",https://iframe.mediadelivery.net/embed/607387/187d374c-5e61-4fd9-9e4f-ab1e6e5a831f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.6 - Exemplo 3.1 – Scraping de Site de Citações
25xp",https://iframe.mediadelivery.net/embed/607387/d0f5da51-0ddc-4b3b-92dd-3ecc950dd0b5?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.7 - Exemplo 3.2 – Saida Estruturada com IA
25xp",https://iframe.mediadelivery.net/embed/607387/136f5f8a-3e44-46d4-99c2-531681e2f3fb?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.8 - Exemplo 3.3 – Uso de Ferramentas
25xp",https://iframe.mediadelivery.net/embed/607387/9e404385-4631-49a6-a2f4-232ee69c132b?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,"1.9 - Exemplo 3.4 – Comparação de Custos
25xp",https://iframe.mediadelivery.net/embed/607387/1c88fecb-e784-412f-a37b-3b9ac03ff095?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 10,https://iframe.mediadelivery.net/embed/607387/6b6a8be1-941a-49bd-9ec6-161cb9387eb3?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 11,https://iframe.mediadelivery.net/embed/607387/6b569fc5-6941-491d-b56b-8d9a0bbb6eff?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 12,https://iframe.mediadelivery.net/embed/607387/2021db01-bb29-4574-96ae-e9d604fdd32f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 13,https://iframe.mediadelivery.net/embed/607387/ecd7bccc-d7f0-4422-b39f-9808d2bf509d?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 14,https://iframe.mediadelivery.net/embed/607387/90a29217-a23c-497c-8186-983a7b921977?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 15,https://iframe.mediadelivery.net/embed/607387/701f3fd1-267c-4ba4-a5cb-7a78d2afc4a0?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 16,https://iframe.mediadelivery.net/embed/607387/4faaf9c0-b2d4-4c9d-8871-55b0cd1253dc?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 17,https://iframe.mediadelivery.net/embed/607387/1368d7a6-6608-4355-8d0d-7ae73ba72c7f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 18,https://iframe.mediadelivery.net/embed/607387/41945168-9532-4c75-9caa-0f0d049d042a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Browser-use na prática: Webscraping com agentes no navegador,Aula 19,https://iframe.mediadelivery.net/embed/607387/225ecb9d-c11a-4200-b0f5-fe4b40f56399?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Newsletter Financeira com Agno,Continuar,https://iframe.mediadelivery.net/embed/533253/5fdd8761-f952-4ea1-b3b2-c9d87e2a61e1?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Newsletter Financeira com Agno,Aula 2,https://iframe.mediadelivery.net/embed/533253/9394a1be-c5fe-4fef-8d2a-8e75db52c38e?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Newsletter Financeira com Agno,Aula 3,https://iframe.mediadelivery.net/embed/533253/3fecb5a7-7c5a-4242-a68f-68720d6e6be8?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Newsletter Financeira com Agno,Aula 4,https://iframe.mediadelivery.net/embed/533253/daeff146-6f62-408a-8e3a-645e129f2f7a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Newsletter Financeira com Agno,Aula 5,https://iframe.mediadelivery.net/embed/533253/ec634e13-bc85-49a2-a69c-f07a804d2864?autoplay=true&loop=false&muted=false&preload=true&responsive=true
IA de Agendamento no Google Agenda,Iniciar,https://iframe.mediadelivery.net/embed/515845/8bce7366-331d-4d5c-b3cc-497ac8e8798e?autoplay=true&loop=false&muted=false&preload=true&responsive=true
IA de Agendamento no Google Agenda,"1.2 - Construindo o Agente de IA e Conectando com Google Calendar
25xp",https://iframe.mediadelivery.net/embed/515845/b582517e-85d6-48ee-b646-fa7acd4bf001?autoplay=true&loop=false&muted=false&preload=true&responsive=true
IA de Agendamento no Google Agenda,"1.3 - Conectando o Agente ao WhatsApp
25xp",https://iframe.mediadelivery.net/embed/515845/50bc3e8a-e241-46f7-9299-9f12ddcb225d?autoplay=true&loop=false&muted=false&preload=true&responsive=true
IA de Agendamento no Google Agenda,"1.4 - Criando Funcionalidade de Notificação via WhatsApp
25xp",https://iframe.mediadelivery.net/embed/515845/e0d96430-9b44-4ecd-ac74-516a835ad568?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Funil de captação com clone de voz (ElevenLabs + WhatsApp),Continuar,https://iframe.mediadelivery.net/embed/501988/44002416-38c8-4ae1-8e9a-9aca984b1f9a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Funil de captação com clone de voz (ElevenLabs + WhatsApp),"1.2 - Criando a página web
25xp",https://iframe.mediadelivery.net/embed/501988/103c79f1-a498-47f1-89ff-e21e8628ea1a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Funil de captação com clone de voz (ElevenLabs + WhatsApp),"1.3 - Salvando os dados em uma planilha
25xp",https://iframe.mediadelivery.net/embed/501988/27a20dd8-e066-4b48-b4d8-e2e7bfd588b9?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Funil de captação com clone de voz (ElevenLabs + WhatsApp),"1.4 - Gerando o áudio de boas-vindas pela ElevenLabs
25xp",https://iframe.mediadelivery.net/embed/501988/24c61f52-31e6-439f-b9e4-bdcd0220be1a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Provador de roupas virtual com SeeDream e Veo3,Continuar,https://iframe.mediadelivery.net/embed/502476/881cad6d-cc78-4489-9943-174639080a09?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Provador de roupas virtual com SeeDream e Veo3,"1.2 - Combinando imagens
25xp",https://iframe.mediadelivery.net/embed/502476/f4f35e53-27a2-4577-a773-23fc5100e897?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Provador de roupas virtual com SeeDream e Veo3,"1.3 - Gerando modelo de vídeo
25xp",https://iframe.mediadelivery.net/embed/502476/a1fafabf-a511-4eed-810b-efda9f6d25d8?autoplay=true&loop=false&muted=false&preload=true&responsive=true
UGC Factory - Crie um fluxo para produzir vídeos UGC,Continuar,https://iframe.mediadelivery.net/embed/504126/96a37ec8-61bf-4d22-9524-12ef53ea0c3b?autoplay=true&loop=false&muted=false&preload=true&responsive=true
UGC Factory - Crie um fluxo para produzir vídeos UGC,"1.2 - Conhecendo o projeto
25xp",https://iframe.mediadelivery.net/embed/504126/49c692c5-6149-42c0-9c5e-dc36ef99440f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
UGC Factory - Crie um fluxo para produzir vídeos UGC,"1.3 - Construindo o agente de imagem
25xp",https://iframe.mediadelivery.net/embed/504126/c2381864-c044-4568-ba70-ca98a7462743?autoplay=true&loop=false&muted=false&preload=true&responsive=true
UGC Factory - Crie um fluxo para produzir vídeos UGC,"1.4 - Construindo o agente de vídeo
25xp",https://iframe.mediadelivery.net/embed/504126/de1b463f-3bcb-43c2-bd95-98f79e11631e?autoplay=true&loop=false&muted=false&preload=true&responsive=true
UGC Factory - Crie um fluxo para produzir vídeos UGC,"1.5 - Finalização
25xp",https://iframe.mediadelivery.net/embed/504126/93e3a0fb-e857-4bbf-8ebb-336432da5715?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Assistente pessoal com n8n: ChatGPT + Gmail e Google Agenda,Continuar,https://iframe.mediadelivery.net/embed/496806/9e478ec9-96d5-418a-84ee-4a32e2218a31?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Otimizador de Landing Pages com n8n,Continuar,https://iframe.mediadelivery.net/embed/496798/2e33b8ae-b07c-49d6-9302-a557a423a80a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,Continuar,https://iframe.mediadelivery.net/embed/472769/bbb32994-c505-4b6e-86be-87af28a10298?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,"1.2 - Configurando Webhook e Normalizando os Dados
25xp",https://iframe.mediadelivery.net/embed/472769/530b394f-ab01-4602-b060-6c4cf5ac15ff?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,"1.3 - Criando nosso Agente de IA
25xp",https://iframe.mediadelivery.net/embed/472769/4973cc4e-d01c-4b27-baec-b8beeedc9fa6?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,"1.4 - Formatando data e manipulando o fluxo de dados
25xp",https://iframe.mediadelivery.net/embed/472769/c343ddff-ef8e-4895-9e99-caead211a882?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,"1.5 - Integração com Google Sheets
25xp",https://iframe.mediadelivery.net/embed/472769/4663a01c-c756-4f4a-bf9f-03fb9f9cd6f6?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Salvamento e Categorização de Contatos pelo WhatsApp,"1.6 - Finalização
25xp",https://iframe.mediadelivery.net/embed/472769/f87c84e5-1486-47c8-85ac-6ac1657448ad?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Otimizando rotas com Google Maps,Continuar,https://iframe.mediadelivery.net/embed/167970/70f41b17-752f-4126-841e-14ff8e0dc07a?autoplay=false
Otimizando rotas com Google Maps,"1.2 - Adicionando o primeiro destino
25xp",https://iframe.mediadelivery.net/embed/167970/f4353295-ca77-4bd4-8424-c2bd75ccd902?autoplay=false
Otimizando rotas com Google Maps,"1.3 - Adicionando segundo destino a aba de rotas
25xp",https://iframe.mediadelivery.net/embed/167970/5f9238ce-d90a-4b78-bef9-32b7e3f33789?autoplay=false
Otimizando rotas com Google Maps,"1.4 - Adicionando múltiplos destinos a aba de rotas
25xp",https://iframe.mediadelivery.net/embed/167970/46f43a0e-483a-4f84-bbfd-6636033fd4e0?autoplay=false
Otimizando rotas com Google Maps,Aula 5,https://iframe.mediadelivery.net/embed/167970/687e41ff-b4e6-4647-aa98-6f20d9e36298?autoplay=false
Otimizando rotas com Google Maps,Aula 6,https://iframe.mediadelivery.net/embed/167970/a0b71d8a-5040-400f-a72e-b6a88eb3f1d8?autoplay=false
Otimizando rotas com Google Maps,Aula 7,https://iframe.mediadelivery.net/embed/167970/e7e1bc99-415a-45a3-b97d-e83dfc4f6500?autoplay=false
Criando Multi Agent Systems com CrewAI,"1.5 - Quiz – Introdução a CrewAI
25xp",
Criando Multi Agent Systems com CrewAI,Aula 7,
Criando Multi Agent Systems com CrewAI,Aula 8,
Criando Multi Agent Systems com CrewAI,Aula 12,
Criando Multi Agent Systems com CrewAI,Aula 14,
Criando Multi Agent Systems com CrewAI,Aula 18,
Criando Multi Agent Systems com CrewAI,Aula 20,
Deploy com CrewAI,Aula 7,
Agente de IA para criação de conteúdo,Iniciar,https://iframe.mediadelivery.net/embed/481497/b562a82a-95a3-4827-bce9-36c16c987f43?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.2 - O Agente em ação
25xp",https://iframe.mediadelivery.net/embed/481497/06d5abf9-fbe2-4e19-85bc-3dd55108123d?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.3 - Como construiremos este projeto
25xp",https://iframe.mediadelivery.net/embed/481497/4b8d19c0-404d-427e-b650-770c87674be2?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.4 - Criando o Transcripter
25xp",https://iframe.mediadelivery.net/embed/481497/7844fded-188a-49fc-9417-36e125762421?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.5 - Criando o Agente
25xp",https://iframe.mediadelivery.net/embed/481497/7c60bb80-fd0a-4994-b3e6-a05abfe5eaa0?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.6 - O cérebro do modelo – desenvolvendo o prompt
25xp",https://iframe.mediadelivery.net/embed/481497/391ce9d7-5431-43b6-a755-60f4686b04ff?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de IA para criação de conteúdo,"1.7 - Lendo as transcrições
25xp",https://iframe.mediadelivery.net/embed/481497/547eb6e0-d536-4f7a-b682-8e30ca37b1cb?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,Continuar,https://iframe.mediadelivery.net/embed/607665/40f5e2f1-b529-4650-98f5-49aaed80ca70?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,1.1 - Introdução – Claude Code,https://iframe.mediadelivery.net/embed/607665/cc700a4f-05a5-48c9-aaa3-e41521b5b387?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,"1.2 - Instalação do Claude Code – Terminal, VSCode e Cursor",https://iframe.mediadelivery.net/embed/607665/c022d1c2-b661-4989-8263-aadee1a5e89f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,1.3 - Claude Code no Terminal e Repositório GIT Local,https://iframe.mediadelivery.net/embed/607665/7719cb6f-02d3-4ac3-b81a-4d22f29cc4bb?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,"1.5 - Contexto com Claude.md
25xp",https://iframe.mediadelivery.net/embed/607665/cb898f5a-fe1b-43ae-86b7-d46a7eb6d921?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,"1.6 - Gerenciando tamanho do Contexto
25xp",https://iframe.mediadelivery.net/embed/607665/5abf50b7-cc7e-498b-b21e-7692303264d4?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,"1.7 - Permissões no Claude Code
25xp",https://iframe.mediadelivery.net/embed/607665/f34449dc-a4aa-4152-aa89-5bc086b33813?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Claude Code na prática: evoluindo um projeto com IA,Aula 8,
Claude Code na prática: evoluindo um projeto com IA,Aula 9,
Agente de Curadoria de Noticias,Continuar,https://iframe.mediadelivery.net/embed/610981/d2ba98b5-2072-48f8-9422-86390b98c18a?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de Curadoria de Noticias,"1.2 - Visão do projeto
25xp",https://iframe.mediadelivery.net/embed/610981/bf941ac9-6451-4177-85fb-e93be39534a8?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de Curadoria de Noticias,"1.3 - Monolito com prompt embutido
25xp",https://iframe.mediadelivery.net/embed/610981/53a2e443-d46c-4dc5-8577-f5d4e18d7045?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de Curadoria de Noticias,"1.4 - Skills externas e separação prompt × código
25xp",https://iframe.mediadelivery.net/embed/610981/2ceec2e2-fdff-47dc-ba89-c61e615410b0?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de Curadoria de Noticias,"1.5 - Pipeline multiagente sequencial
25xp",https://iframe.mediadelivery.net/embed/610981/2a00ce19-9306-4889-80b6-f2a07649e67e?autoplay=true&loop=false&muted=false&preload=true&responsive=true
Agente de Curadoria de Noticias,"1.6 - Workflow declarativo
25xp",https://iframe.mediadelivery.net/embed/610981/23f1a134-e84b-4699-b84d-e7d8c6ccdd7f?autoplay=true&loop=false&muted=false&preload=true&responsive=true
